strategy,condition,n,valid_pct,btcpp_pct,coverage_mean,coverage_ci95_halfwidth,coverage_boot_lo,coverage_boot_hi,coverage_min,coverage_max,nodes_avg,tokens_avg
zero_shot,raw,110,0.6363636363636364,0.6727272727272727,0.18615454545454546,0.03223869266595291,0.15605386363636364,0.2171304545454545,0.0,0.75,31.79090909090909,807.9636363636364
zero_shot,repaired,110,0.990909090909091,0.990909090909091,0.18463636363636363,0.03240736822974265,0.15453568181818184,0.21639227272727277,0.0,0.75,31.98181818181818,807.9636363636364
few_shot_generic,raw,110,0.9636363636363636,0.9636363636363636,0.2772363636363636,0.038386344911503,0.24050772727272726,0.3138852272727273,0.0,1.0,29.754545454545454,1721.3181818181818
few_shot_generic,repaired,110,1.0,1.0,0.27950909090909093,0.03806495946631679,0.24242409090909092,0.3164186363636364,0.0,1.0,30.09090909090909,1721.3181818181818
proposed,raw,110,0.7363636363636363,0.7454545454545455,0.46448181818181816,0.05053087581668383,0.4132247727272727,0.5149190909090908,0.0,1.0,40.027272727272724,3233.481818181818
proposed,repaired,110,0.9818181818181818,0.9818181818181818,0.45496363636363635,0.050345178618648324,0.40353409090909087,0.5052318181818182,0.0,1.0,40.41818181818182,3233.481818181818
proposed_with_few_shot,raw,110,0.9818181818181818,0.9818181818181818,0.5141454545454546,0.053916339048344815,0.4586231818181818,0.5662759090909092,0.0,1.0,61.7,4347.290909090909
proposed_with_few_shot,repaired,110,0.990909090909091,0.990909090909091,0.5141454545454546,0.053916339048344815,0.4586231818181818,0.5662759090909092,0.0,1.0,61.70909090909091,4347.290909090909
